market,symbol,name,theme,target_weight,close,live_price,current_price,last_price,regular_market_price,realtime_price,price_date,current_price_date,current_price_source,target_amount,target_shares,current_shares,diff_shares,action,entry_status,entry_gap_pct,entry_current_price,entry_signal_date,entry_signal_close,buy_lower_price,buy_upper_price,partial_upper_price,hard_upper_price,tracking_base_date,tracking_base_price,tracking_return_pct,entry_floor_pct,entry_full_cap_pct,entry_partial_cap_pct,entry_hard_cap_pct
TW,2327.TW,國巨*,passive_component,1.0,1080.0,1065.0,1065.0,,,,2026-06-18,2026-06-22,yfinance_target_daily,1000000.0,938.0,0.0,938.0,新增,可買滿,-1.388888888888884,1065.0,2026-06-18,1080.0,1004.4,1112.4,1112.4,1112.4,2026-06-18,1080.0,-1.388888888888884,-7.0,3.0,3.0,3.0
US,SNDK,Sandisk Corporation - Common Stock When-Issued,memory_storage,0.25,2184.75,2184.75,2184.75,,,,2026-06-18,2026-06-18,yfinance_target_daily,25000.0,11.442956860052638,0.0,11.442956860052638,新增,可買滿,0.0,2184.75,2026-06-18,2184.75,2075.5125,2293.9875,2293.9875,2293.9875,2026-06-18,2184.75,0.0,-5.0,5.0,5.0,5.0
US,ARM,Arm Holdings plc - American Depositary Shares,ai_compute,0.25,439.4599914550781,439.4599914550781,439.4599914550781,,,,2026-06-18,2026-06-18,yfinance_target_daily,25000.0,56.88800001388867,0.0,56.88800001388867,新增,可買滿,0.0,439.4599914550781,2026-06-18,439.4599914550781,417.4869918823242,461.43299102783203,461.43299102783203,461.43299102783203,2026-06-18,439.4599914550781,0.0,-5.0,5.0,5.0,5.0
US,MRVL,"Marvell Technology, Inc. - Common Stock",ai_compute,0.25,310.5799865722656,310.5799865722656,310.5799865722656,,,,2026-06-18,2026-06-18,yfinance_target_daily,25000.0,80.49456204797346,0.0,80.49456204797346,新增,可買滿,0.0,310.5799865722656,2026-06-18,310.5799865722656,295.05098724365234,326.1089859008789,326.1089859008789,326.1089859008789,2026-06-18,310.5799865722656,0.0,-5.0,5.0,5.0,5.0
US,WDC,Western Digital Corporation - Common Stock,memory_storage,0.25,746.22998046875,746.22998046875,746.22998046875,,,,2026-06-18,2026-06-18,yfinance_target_daily,25000.0,33.50173626674187,0.0,33.50173626674187,新增,可買滿,0.0,746.22998046875,2026-06-18,746.22998046875,708.9184814453125,783.5414794921875,783.5414794921875,783.5414794921875,2026-06-18,746.22998046875,0.0,-5.0,5.0,5.0,5.0
