symbol,code,market,name,industry_code,industry_name,trade_group,parent_group,major_bucket,subindustry,role,leader_eligible,strategy_sector,strategy_group,strategy_size_group,liquidity_size_bucket,liquidity_rank,liquidity_percentile,amount_120d_median,amount_120d_mean,traded_days_120d,latest_price_date,latest_close,latest_volume,strategy_group_source,strategy_group_confidence,strategy_group_review_needed,classification_source,source_confidence,subindustry_source,true_market_cap_rank,true_market_cap_bucket,true_market_cap_percentile,market_cap_ntd,market_cap_ntd_billion,shares_outstanding,source_date_price,market_cap_source
4171.TWO,4171,TPEX,瑞基,33,農業科技,agri_tech,agriculture,other,agritech,member,False,agriculture,agri_tech,agri_tech__small,small,1693,0.250996015936255,2467978.2,4377782.491494926,120.0,2026-06-18,17.299999237060547,123943.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,official_code_fallback,1814.0,cap_1001_plus,0.0815602836879432,1016005707.5,1.0160057075,58057469.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6578.TWO,6578,TPEX,達邦蛋白,33,農業科技,agri_tech,agriculture,other,agritech,member,False,agriculture,agri_tech,agri_tech__small,small,1801,0.2031872509960159,1688285.0242099762,2071433.4749364213,120.0,2026-06-18,16.450000762939453,64000.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,official_code_fallback,1737.0,cap_1001_plus,0.1205673758865247,1226609412.05,1.22660941205,71941901.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6508.TWO,6508,TPEX,惠光,33,農業科技,agri_tech,agriculture,other,agritech,member,False,agriculture,agri_tech,agri_tech__small,small,1884,0.1664453297919433,1243861.1500377655,3031469.047273159,120.0,2026-06-18,23.950000762939453,59317.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,official_code_fallback,1523.0,cap_1001_plus,0.2289766970618034,2029336360.8,2.0293363608,86538864.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
1240.TWO,1240,TPEX,茂生農經,33,農業科技,agri_tech,agriculture,other,agritech,member,False,agriculture,agri_tech,agri_tech__small,small,1927,0.147410358565737,1064494.800064087,1171768.8856783232,120.0,2026-06-18,58.400001525878906,10790.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,official_code_fallback,1395.0,cap_1001_plus,0.2938196555217831,2552207922.1,2.5522079221,44232373.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6669.TW,6669,TWSE,緯穎,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,leader,True,ai_hardware,ai_server,ai_server__large,large,24,0.9898185037627268,6185672192.5,7174194194.0,120.0,2026-06-18,1710.0,4638384.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,18.0,cap_001_050,0.991388044579534,941283606415.0,941.283606415,185840791.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3231.TW,3231,TWSE,緯創,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,leader,True,ai_hardware,ai_server,ai_server__large,large,33,0.9858344400177068,4878363853.75,5687933769.941667,120.0,2026-06-18,161.5,44754406.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,37.0,cap_001_050,0.9817629179331308,502505135500.0,502.5051355,3180412250.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2382.TW,2382,TWSE,廣達,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,core_leader,True,ai_hardware,ai_server,ai_server__large,large,36,0.984506418769367,4506206364.0,5192525130.079166,120.0,2026-06-18,376.0,22067558.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,10.0,cap_001_050,0.9954407294832828,1469729737876.0,1469.729737876,3862627432.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2376.TW,2376,TWSE,技嘉,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,member,False,ai_hardware,ai_server,ai_server__mid_large,mid_large,115,0.949535192563081,1161051393.0,1396856417.8958333,120.0,2026-06-18,344.0,8324052.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,79.0,cap_051_100,0.96048632218845,230776721227.0,230.776721227,669888886.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3706.TW,3706,TWSE,神達,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,member,False,ai_hardware,ai_server,ai_server__mid_large,mid_large,120,0.9473218238158476,1113520163.158882,1735064447.2913043,120.0,2026-06-18,86.9000015258789,9944792.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,126.0,cap_101_250,0.936676798378926,114272993494.8,114.2729934948,1327212468.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2356.TW,2356,TWSE,英業達,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,member,False,ai_hardware,ai_server,ai_server__mid_large,mid_large,164,0.9278441788401948,696176334.0610008,967574486.3934568,120.0,2026-06-18,67.69999694824219,37376386.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,76.0,cap_051_100,0.9620060790273556,237490849369.2,237.4908493692,3587475066.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2377.TW,2377,TWSE,微星,25,電腦及週邊設備業,ai_server_odm,ai_hardware,computer,computer_server_nb,member,False,ai_hardware,ai_server,ai_server__mid_large,mid_large,173,0.9238601150951748,673552342.0,889446966.8537526,120.0,2026-06-18,138.5,11190913.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,131.0,cap_101_250,0.9341438703140832,111521018268.0,111.521018268,844856199.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3017.TW,3017,TWSE,奇鋐,25,電腦及週邊設備業,thermal_cooling,ai_hardware,components,component_thermal,core_leader,True,ai_hardware,thermal_cooling,thermal_cooling__large,large,9,0.9964586100044268,8976727457.5,9473845650.666666,120.0,2026-06-18,2400.0,3136138.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,20.0,cap_001_050,0.9903748733535968,926401496520.0,926.40149652,392543007.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3653.TW,3653,TWSE,健策,28,電子零組件業,thermal_cooling,ai_hardware,components,component_thermal,leader,True,ai_hardware,thermal_cooling,thermal_cooling__large,large,34,0.9853917662682604,4698422035.0,5140494083.125,120.0,2026-06-18,3965.0,1871730.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,31.0,cap_001_050,0.9848024316109424,557584651400.0,557.5846514,146732803.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3324.TWO,3324,TPEX,雙鴻,31,其他電子業,thermal_cooling,ai_hardware,components,component_thermal,leader,True,ai_hardware,thermal_cooling,thermal_cooling__large,large,41,0.9822930500221336,4220189817.5,4340107143.083333,120.0,2026-06-18,1070.0,1321440.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,148.0,cap_101_250,0.925531914893617,94007605370.0,94.00760537,93076837.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
8069.TWO,8069,TPEX,元太,26,光電業,thermal_cooling,ai_hardware,components,component_thermal,member,False,ai_hardware,thermal_cooling,thermal_cooling__mid_large,mid_large,132,0.9420097388224878,999004020.5,1217062984.8333333,120.0,2026-06-18,204.0,10907179.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,83.0,cap_051_100,0.9584599797365756,220482866005.0,220.482866005,1154360555.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
2421.TW,2421,TWSE,建準,28,電子零組件業,thermal_cooling,ai_hardware,components,component_thermal,leader,True,ai_hardware,thermal_cooling,thermal_cooling__mid_large,mid_large,212,0.9065958388667552,506238084.5,841412136.7513077,120.0,2026-06-18,145.0,2041982.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,264.0,cap_251_500,0.8667679837892603,41606832005.0,41.606832005,286943669.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3338.TW,3338,TWSE,泰碩,28,電子零組件業,thermal_cooling,ai_hardware,components,component_thermal,member,False,ai_hardware,thermal_cooling,thermal_cooling__small,small,896,0.6038069942452413,23960115.15594101,99922181.91593675,120.0,2026-06-18,75.19999694824219,713109.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,901.0,cap_501_1000,0.5440729483282675,6478829991.7,6.4788299917,87908141.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
6204.TWO,6204,TPEX,艾華,28,電子零組件業,thermal_cooling,ai_hardware,components,component_thermal,member,False,ai_hardware,thermal_cooling,thermal_cooling__small,small,1079,0.5227976980965029,14313766.056350708,17128646.25194644,120.0,2026-06-18,115.0,1044210.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1386.0,cap_1001_plus,0.2983789260385004,2598984000.0,2.598984,23102080.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6230.TW,6230,TWSE,尼得科超眾,25,電腦及週邊設備業,thermal_cooling,ai_hardware,components,component_thermal,member,False,ai_hardware,thermal_cooling,thermal_cooling__small,small,1098,0.5143868968570164,13301540.0,28626955.133333333,120.0,2026-06-18,132.5,88008.0,trade_group_exact,high,False,exact_symbol,high,exact_symbol,640.0,cap_501_1000,0.6762917933130699,11440499970.0,11.44049997,86343396.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3321.TW,3321,TWSE,同泰,28,電子零組件業,thermal_cooling,ai_hardware,components,component_thermal,member,False,ai_hardware,thermal_cooling,thermal_cooling__small,small,1297,0.4262948207171314,7190404.356105804,11001200.058063928,120.0,2026-06-18,24.299999237060547,1234162.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1590.0,cap_1001_plus,0.1950354609929078,1730886756.9,1.7308867569000002,86113769.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3373.TWO,3373,TPEX,熱映,31,其他電子業,thermal_cooling,ai_hardware,components,component_thermal,member,False,ai_hardware,thermal_cooling,thermal_cooling__small,small,1887,0.1651173085436034,1236594.7498083117,2394155.9642893733,120.0,2026-06-18,16.75,49000.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,name_keyword,1880.0,cap_1001_plus,0.0481256332320162,797614598.5,0.7976145985,47618782.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
8021.TW,8021,TWSE,尖點,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__large,large,46,0.9800796812749004,3363848633.271454,4119249478.229973,120.0,2026-06-18,543.0,1091314.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,165.0,cap_101_250,0.916919959473151,80643611652.0,80.643611652,145042467.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
6691.TW,6691,TWSE,洋基工程,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__mid,mid,245,0.8919876051350155,404126468.5,524392711.9041666,120.0,2026-06-18,720.0,704479.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,171.0,cap_101_250,0.9138804457953394,76779916088.0,76.779916088,121487209.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2464.TW,2464,TWSE,盟立,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__mid,mid,366,0.8384240814519699,197455418.56757355,567302195.0198517,120.0,2026-06-18,172.0,20205430.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,316.0,cap_251_500,0.8404255319148937,30138958996.0,30.138958996,206431226.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
6438.TW,6438,TWSE,迅得,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__mid,mid,402,0.8224878264718902,171934220.75,326414680.72083336,120.0,2026-06-18,159.0,1144415.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,619.0,cap_501_1000,0.6869300911854104,12002123450.0,12.00212345,82206325.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2359.TW,2359,TWSE,所羅門,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__mid,mid,421,0.8140770252324037,153588108.0,256333288.38333333,120.0,2026-06-18,134.0,2404736.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,386.0,cap_251_500,0.8049645390070922,23234327546.0,23.234327546,171471052.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
4577.TWO,4577,TPEX,達航科技,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__mid,mid,432,0.8092076139884905,148398229.07884026,189777520.8856277,120.0,2026-06-18,87.4000015258789,373105.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1112.0,cap_1001_plus,0.4371833839918946,4260264426.6,4.2602644266,49137998.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6667.TWO,6667,TPEX,信紘科,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__mid,mid,467,0.7937140327578575,122444052.0,179472680.9,120.0,2026-06-18,281.0,1083545.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,584.0,cap_501_1000,0.704660587639311,13009623792.0,13.009623792,49278878.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3498.TWO,3498,TPEX,陽程,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__small_mid,small_mid,553,0.7556440903054449,88826494.2046318,225099412.57858285,120.0,2026-06-18,123.0,980700.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,824.0,cap_501_1000,0.583080040526849,7536579984.0,7.536579984,61273008.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3617.TW,3617,TWSE,碩天,31,其他電子業,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__small_mid,small_mid,660,0.7082779991146525,54928402.5,68069390.97916667,120.0,2026-06-18,211.5,200056.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,431.0,cap_251_500,0.7821681864235056,20137785412.5,20.1377854125,94766049.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
4541.TWO,4541,TPEX,晟田,20,其他,robotics_automation,automation,other_electronics,electronics_automation_robotics,member,False,automation,robotics_automation,robotics_automation__small_mid,small_mid,735,0.6750774679061531,39097561.88011933,70905114.34344715,120.0,2026-06-18,50.900001525878906,2827223.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1276.0,cap_1001_plus,0.3541033434650456,3159118075.6000004,3.1591180756000004,67647068.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3583.TW,3583,TWSE,辛耘,24,半導體業,security_monitoring,automation,other_electronics,electronics_security_monitoring,member,False,automation,security_monitoring,security_monitoring__mid,mid,292,0.8711819389110226,312131487.0,839086213.3583333,120.0,2026-06-18,889.0,2595951.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,195.0,cap_101_250,0.9017223910840932,63152018880.0,63.15201888,80346080.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3169.TWO,3169,TPEX,亞信,24,半導體業,security_monitoring,automation,other_electronics,electronics_security_monitoring,member,False,automation,security_monitoring,security_monitoring__small,small,1094,0.516157591854803,13450664.24069214,31363229.770013683,120.0,2026-06-18,109.5,112100.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,889.0,cap_501_1000,0.5501519756838906,6720893476.5,6.7208934765,63106981.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6237.TWO,6237,TPEX,驊訊,24,半導體業,security_monitoring,automation,other_electronics,electronics_security_monitoring,member,False,automation,security_monitoring,security_monitoring__small,small,1169,0.4829570606463037,10507408.574029922,12732687.366103817,120.0,2026-06-18,46.0,439600.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1215.0,cap_1001_plus,0.3850050658561297,3504396324.0,3.504396324,79645371.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
2360.TW,2360,TWSE,致茂,31,其他電子業,test_measurement,automation,other_electronics,electronics_test_measurement,member,False,automation,test_measurement,test_measurement__large,large,45,0.980522355024347,3641612040.0,4819857565.341666,120.0,2026-06-18,2310.0,1905599.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,19.0,cap_001_050,0.9908814589665652,939793089820.0,939.79308982,425245742.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3030.TW,3030,TWSE,德律,31,其他電子業,test_measurement,automation,other_electronics,electronics_test_measurement,member,False,automation,test_measurement,test_measurement__mid_large,mid_large,137,0.9397963700752544,923577525.0,1268274341.3041666,120.0,2026-06-18,340.5,1601613.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,173.0,cap_101_250,0.9128672745694022,76297768000.0,76.297768,236216000.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3402.TWO,3402,TPEX,漢科,31,其他電子業,test_measurement,automation,other_electronics,electronics_test_measurement,member,False,automation,test_measurement,test_measurement__small_mid,small_mid,594,0.7374944665781319,75105500.0,154405009.70833334,120.0,2026-06-18,140.5,517209.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,715.0,cap_501_1000,0.6382978723404256,9642295344.0,9.642295344,73047692.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
8047.TWO,8047,TPEX,星雲,31,其他電子業,test_measurement,automation,other_electronics,electronics_test_measurement,member,False,automation,test_measurement,test_measurement__small,small,1230,0.4559539619300575,8697779.061870575,16370614.75343469,120.0,2026-06-18,49.45000076293945,24000.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1491.0,cap_1001_plus,0.2451874366767984,2154149933.1,2.1541499331,41666343.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
2423.TW,2423,TWSE,固緯,31,其他電子業,test_measurement,automation,other_electronics,electronics_test_measurement,member,False,automation,test_measurement,test_measurement__small,small,1353,0.4015050907481187,6355668.911027908,9799188.140750883,120.0,2026-06-18,77.69999694824219,93291.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,665.0,cap_501_1000,0.6636271529888551,10733499386.0,10.733499386,145047289.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
5438.TWO,5438,TPEX,東友,25,電腦及週邊設備業,test_measurement,automation,other_electronics,electronics_test_measurement,member,False,automation,test_measurement,test_measurement__small,small,1482,0.3444001770694997,4486548.4,6337759.769661309,120.0,2026-06-18,19.200000762939453,484148.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,1506.0,cap_1001_plus,0.2375886524822694,2126941078.5,2.1269410785,112536565.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
8210.TW,8210,TWSE,勤誠,25,電腦及週邊設備業,case_chassis,computer,computer,computer_case_chassis,member,False,computer_hardware,case_chassis,case_chassis__large,large,70,0.9694555112881806,2191128403.0,2491348110.116667,120.0,2026-06-18,1365.0,1073522.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,93.0,cap_051_100,0.9533941236068896,181086165970.0,181.08616597,125319146.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
2474.TW,2474,TWSE,可成,31,其他電子業,component_metal_case,electronics_component,components,component_metal_case,member,False,computer_hardware,case_chassis,case_chassis__mid_large,mid_large,189,0.9167773351040284,579936483.5,727968463.4,120.0,2026-06-18,202.5,7244949.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,125.0,cap_101_250,0.9371833839918946,114799974406.0,114.799974406,561369068.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3013.TW,3013,TWSE,晟銘電,25,電腦及週邊設備業,case_chassis,computer,computer,computer_case_chassis,member,False,computer_hardware,case_chassis,case_chassis__mid,mid,269,0.8813634351482957,365874018.0,561891949.4208624,120.0,2026-06-18,113.0,2271505.0,trade_group_exact,high,False,legacy_subindustry_rule,medium,exact_symbol,400.0,cap_251_500,0.7978723404255319,22257573905.0,22.257573905,205138930.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
5289.TWO,5289,TPEX,宜鼎,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__large,large,49,0.9787516600265604,3081191099.5,3952999919.1,120.0,2026-06-18,1930.0,3435107.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,99.0,cap_051_100,0.950354609929078,172957614515.0,172.957614515,96355217.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6831.TW,6831,TWSE,邁科,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__mid,mid,237,0.8955289951305887,419747347.5,449338289.98432577,120.0,2026-06-18,773.0,830203.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,234.0,cap_101_250,0.8819655521783182,49342500000.0,49.3425,67500000.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3693.TWO,3693,TPEX,營邦,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__mid,mid,239,0.8946436476316955,417280362.75,919622338.1166668,120.0,2026-06-18,500.0,554639.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,412.0,cap_251_500,0.7917933130699089,21430860959.0,21.430860959,42990694.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3701.TW,3701,TWSE,大眾控,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__mid,mid,350,0.8455068614431165,215035494.0,416437081.1445748,120.0,2026-06-18,48.45000076293945,875453.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,643.0,cap_501_1000,0.6747720364741641,11382269329.6,11.3822693296,236637616.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
3709.TWO,3709,TPEX,鑫聯大投控,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__mid,mid,355,0.8432934926958832,210793447.0,312428392.4810533,120.0,2026-06-18,74.4000015258789,864354.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,664.0,cap_501_1000,0.6641337386018238,10772139300.0,10.7721393,145569450.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
5386.TWO,5386,TPEX,青雲,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__mid,mid,420,0.8145196989818504,153645747.75,373262181.8609769,120.0,2026-06-18,521.0,1168297.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,466.0,cap_251_500,0.7644376899696048,17860036095.0,17.860036095,36080881.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
8114.TW,8114,TWSE,振樺電,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small_mid,small_mid,549,0.7574147853032316,91451402.25,121734677.19166666,120.0,2026-06-18,212.0,588057.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,511.0,cap_501_1000,0.7416413373860182,15488773830.0,15.48877383,76487772.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
7711.TW,7711,TWSE,永擎,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small_mid,small_mid,602,0.7339530765825586,70854375.0,170005129.275,120.0,2026-06-18,364.5,224200.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,363.0,cap_251_500,0.8166160081053698,25322170835.0,25.322170835,71734195.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
6206.TW,6206,TWSE,飛捷,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small_mid,small_mid,623,0.7246569278441788,64699448.56914139,85305065.84186535,120.0,2026-06-18,131.5,1050560.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,445.0,cap_251_500,0.7750759878419453,18955757930.0,18.95575793,143062324.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
8234.TWO,8234,TPEX,新漢,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small_mid,small_mid,665,0.7060646303674192,53065380.49543762,79607092.58640888,120.0,2026-06-18,63.59999847412109,378096.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,751.0,cap_501_1000,0.6200607902735562,8953758324.8,8.953758324799999,141226472.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
1569.TWO,1569,TPEX,濱川,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small_mid,small_mid,713,0.6848162903939796,42867742.72724152,81457474.64528023,120.0,2026-06-18,48.70000076293945,514200.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,869.0,cap_501_1000,0.5602836879432624,7039275120.799999,7.039275120799999,144247441.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3483.TWO,3483,TPEX,力致,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small_mid,small_mid,717,0.683045595396193,41993889.87622833,67604527.613963,120.0,2026-06-18,93.8000030517578,502147.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,755.0,cap_501_1000,0.6180344478216819,8914433130.0,8.91443313,99049257.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3213.TWO,3213,TPEX,茂訊,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small,small,813,0.6405489154493138,29903777.75,47093009.3588426,120.0,2026-06-18,134.0,398332.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,823.0,cap_501_1000,0.5835866261398177,7570435563.0,7.570435563,58685547.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
5474.TWO,5474,TPEX,聰泰,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small,small,838,0.6294820717131474,28353250.0,45604289.6875,120.0,2026-06-18,188.0,1207500.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,872.0,cap_501_1000,0.5587639311043566,6977343672.0,6.977343672,39756944.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
3479.TWO,3479,TPEX,安勤,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small,small,871,0.6148738379814077,25781571.94869232,31783472.111179035,120.0,2026-06-18,136.5,2472300.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,720.0,cap_501_1000,0.6357649442755826,9478236402.0,9.478236402,72630164.0,2026-06-10,TPEX daily market value shares * close; API MarketValue retained for audit
6591.TW,6591,TWSE,動力-KY,25,電腦及週邊設備業,computer_general,computer,computer,computer_general,member,False,computer_hardware,computer_general,computer_general__small,small,945,0.582115980522355,20679344.983291622,30545470.7694623,120.0,2026-06-18,55.5,133063.0,trade_group_exact,high,True,legacy_subindustry_rule,medium,official_code_fallback,1461.0,cap_1001_plus,0.2603850050658561,2265847821.5,2.2658478215,41122465.0,2026-06-10,TWSE basic issued common shares * TWSE latest close
