date,symbol,open,high,low,close,adj_close,volume
2024-09-23,^TWII,22170.939453125,22307.4609375,22170.939453125,22285.529296875,22285.529296875,3582300
2024-09-24,^TWII,22273.7890625,22431.779296875,22154.55078125,22431.779296875,22431.779296875,3517800
2024-09-25,^TWII,22569.2890625,22785.3203125,22569.2890625,22761.599609375,22761.599609375,4014100
2024-09-26,^TWII,22841.419921875,22961.76953125,22769.240234375,22858.810546875,22858.810546875,3923400
2024-09-27,^TWII,22978.970703125,23079.2109375,22806.830078125,22822.7890625,22822.7890625,4104100
2024-09-30,^TWII,22643.91015625,22691.23046875,22224.5390625,22224.5390625,22224.5390625,3569300
2024-10-01,^TWII,22329.650390625,22446.859375,22311.330078125,22390.390625,22390.390625,2789600
2024-10-04,^TWII,22459.099609375,22493.05078125,22193.5,22302.7109375,22302.7109375,3632200
2024-10-07,^TWII,22479.240234375,22719.0703125,22479.240234375,22702.560546875,22702.560546875,3508600
2024-10-08,^TWII,22691.3203125,22691.3203125,22418.380859375,22611.390625,22611.390625,3557200
2024-10-09,^TWII,22637.169921875,22885.94921875,22637.169921875,22659.080078125,22659.080078125,3670800
2024-10-11,^TWII,22726.189453125,23011.109375,22726.189453125,22901.640625,22901.640625,3012500
2024-10-14,^TWII,22947.3203125,23015.55078125,22799.140625,22975.2890625,22975.2890625,2706500
2024-10-15,^TWII,23083.69921875,23353.91015625,23082.060546875,23292.0390625,23292.0390625,3579700
2024-10-16,^TWII,22990.640625,23258.51953125,22866.73046875,23010.98046875,23010.98046875,3698000
2024-10-17,^TWII,23114.2109375,23191.7890625,22950.69921875,23053.83984375,23053.83984375,3263300
2024-10-18,^TWII,23620.5703125,23713.69921875,23378.359375,23487.26953125,23487.26953125,3775600
2024-10-21,^TWII,23602.98046875,23678.509765625,23480.060546875,23542.529296875,23542.529296875,3005000
2024-10-22,^TWII,23428.109375,23535.4296875,23269.859375,23535.4296875,23535.4296875,3046700
2024-10-23,^TWII,23402.240234375,23486.44921875,23318.83984375,23334.759765625,23334.759765625,3039000
2024-10-24,^TWII,23446.640625,23446.640625,23150.76953125,23192.51953125,23192.51953125,3322300
2024-10-25,^TWII,23255.0703125,23388.529296875,23222.76953125,23348.44921875,23348.44921875,2744200
2024-10-28,^TWII,23455.689453125,23547.119140625,23164.419921875,23198.0703125,23198.0703125,2880000
2024-10-29,^TWII,23048.44921875,23056.5703125,22711.099609375,22926.58984375,22926.58984375,2933400
2024-10-30,^TWII,22985.130859375,23116.330078125,22801.44921875,22820.4296875,22820.4296875,2981400
2024-11-01,^TWII,22438.9296875,22828.98046875,22231.939453125,22780.080078125,22780.080078125,3569900
2024-11-04,^TWII,22839.1796875,23020.990234375,22792.76953125,22965.390625,22965.390625,2715900
2024-11-05,^TWII,22870.109375,23178.80078125,22849.830078125,23106.7890625,23106.7890625,2872200
2024-11-06,^TWII,23112.94921875,23439.390625,23035.30078125,23217.380859375,23217.380859375,3163400
2024-11-07,^TWII,23180.009765625,23518.630859375,23132.939453125,23408.8203125,23408.8203125,3751300
2024-11-08,^TWII,23608.109375,23699.69921875,23509.130859375,23553.890625,23553.890625,3635500
2024-11-11,^TWII,23477.75,23563.80078125,23306.66015625,23529.640625,23529.640625,3158800
2024-11-12,^TWII,23276.759765625,23276.759765625,22981.76953125,22981.76953125,22981.76953125,3983600
2024-11-13,^TWII,22894.91015625,23046.470703125,22860.23046875,22860.23046875,22860.23046875,3491500
2024-11-14,^TWII,22821.0390625,22893.8203125,22619.7109375,22715.380859375,22715.380859375,3593400
2024-11-15,^TWII,22767.109375,22940.80078125,22690.76953125,22742.76953125,22742.76953125,3823100
2024-11-18,^TWII,22693.9609375,22781.76953125,22503.689453125,22546.5390625,22546.5390625,3431100
2024-11-19,^TWII,22614.740234375,22906.689453125,22578.75,22848.80078125,22848.80078125,3689400
2024-11-20,^TWII,22872.91015625,22977.560546875,22622.470703125,22688.359375,22688.359375,3757700
2024-11-21,^TWII,22671.66015625,22708.5703125,22490.279296875,22555.66015625,22555.66015625,3395800
2024-11-22,^TWII,22799.529296875,23019.0390625,22799.529296875,22904.3203125,22904.3203125,3505100
2024-11-25,^TWII,22996.05078125,23172.4296875,22948.369140625,22948.369140625,22948.369140625,5048900
2024-11-26,^TWII,22789.599609375,22832.109375,22645.130859375,22678.759765625,22678.759765625,2985600
2024-11-27,^TWII,22665.580078125,22743.990234375,22334.779296875,22334.779296875,22334.779296875,3577000
2024-11-28,^TWII,22380.44921875,22413.25,22124.310546875,22298.900390625,22298.900390625,3123400
2024-11-29,^TWII,22202.279296875,22429.859375,22055.380859375,22262.5,22262.5,2801000
2024-12-02,^TWII,22456.5,22802.529296875,22456.5,22736.9296875,22736.9296875,2812700
2024-12-03,^TWII,22972.30078125,23144.779296875,22972.30078125,23027.4609375,23027.4609375,3099500
2024-12-04,^TWII,23126.080078125,23255.330078125,23034.69921875,23255.330078125,23255.330078125,2836900
2024-12-05,^TWII,23308.2890625,23387.169921875,23225.310546875,23267.939453125,23267.939453125,2847600
2024-12-06,^TWII,23278.6796875,23361.119140625,23137.619140625,23193.26953125,23193.26953125,2954100
2024-12-09,^TWII,23287.7890625,23325.990234375,23172.220703125,23273.25,23273.25,3209600
2024-12-10,^TWII,23228.259765625,23329.009765625,23071.4296875,23125.080078125,23125.080078125,2908900
2024-12-11,^TWII,23108.359375,23108.359375,22880.5703125,22903.630859375,22903.630859375,2760300
2024-12-12,^TWII,23050.640625,23189.2890625,23030.48046875,23046.80078125,23046.80078125,3059200
2024-12-13,^TWII,23002.369140625,23097.51953125,22920.83984375,23020.48046875,23020.48046875,3046000
2024-12-16,^TWII,23207.2109375,23264.400390625,22959.91015625,23039.900390625,23039.900390625,3188400
2024-12-17,^TWII,23131.5703125,23223.509765625,23018.009765625,23018.009765625,23018.009765625,3429100
2024-12-18,^TWII,23014.4296875,23211.169921875,22934.58984375,23168.669921875,23168.669921875,3298300
2024-12-19,^TWII,22947.560546875,22947.560546875,22743.30078125,22932.25,22932.25,3445900
2024-12-20,^TWII,22798.390625,22845.58984375,22510.25,22510.25,22510.25,4683900
2024-12-23,^TWII,22811.560546875,23132.25,22811.560546875,23104.5390625,23104.5390625,3504100
2024-12-24,^TWII,23260.740234375,23326.25,23120.240234375,23120.240234375,23120.240234375,3344300
2024-12-25,^TWII,23226.349609375,23296.359375,23159.359375,23220.130859375,23220.130859375,3073700
2024-12-26,^TWII,23276.080078125,23320.619140625,23241.939453125,23246.939453125,23246.939453125,2941300
2024-12-27,^TWII,23251.279296875,23335.66015625,23204.349609375,23275.6796875,23275.6796875,2416800
2024-12-30,^TWII,23274.259765625,23331.669921875,23159.69921875,23190.19921875,23190.19921875,2483600
2024-12-31,^TWII,23094.0703125,23123.9609375,22972.990234375,23035.099609375,23035.099609375,2572400
2025-01-02,^TWII,22975.7109375,23038.080078125,22713.630859375,22832.060546875,22832.060546875,3148600
2025-01-03,^TWII,23018.560546875,23092.0703125,22905.400390625,22908.30078125,22908.30078125,2828200
2025-01-06,^TWII,23131.7890625,23553.2890625,23131.7890625,23547.7109375,23547.7109375,2957500
2025-01-07,^TWII,23824.720703125,23943.94921875,23651.26953125,23651.26953125,23651.26953125,3207900
2025-01-08,^TWII,23522.2890625,23671.279296875,23388.630859375,23407.330078125,23407.330078125,2606700
2025-01-09,^TWII,23406.720703125,23463.9609375,23081.130859375,23081.130859375,23081.130859375,3399500
2025-01-10,^TWII,23067.4609375,23202.25,22989.669921875,23011.859375,23011.859375,2979400
2025-01-13,^TWII,23070.3203125,23070.3203125,22458.220703125,22488.330078125,22488.330078125,3544500
2025-01-14,^TWII,22573.9609375,22797.51953125,22542.9296875,22797.51953125,22797.51953125,2319000
2025-01-15,^TWII,22757.4609375,22777.33984375,22509.650390625,22514.5703125,22514.5703125,2359800
2025-01-16,^TWII,22817.51953125,23147.689453125,22817.51953125,23025.099609375,23025.099609375,2497000
