market,latest_price_date,generated_at,frozen_strategy,execution_overlay,strategy_mode,outer_mode,theme_alloc,regime_state,regime_state_label,selected_component,selected_sleeve,component_signal_date,component_rebalance_date,component_top_score,component_second_score,attack_score,recommend_score,attack_edge,attack_dd60,attack_r60,rebalance_step_trading_days,trading_days_since_rebalance,trading_days_since_signal,rebalance_days_remaining,rebalance_due_today_by_counter,rebalance_due_next_session_by_counter,rebalance_count_basis,action_signal,notes,research_component_rebalance_date,live_cycle_rebalance_date,live_cycle_source_signal_date,live_cycle_baseline_type
TW,2026-06-18,2026-06-22T09:49:15,TW_ATTACK_RECOMMEND_FUSION_H46_EDGE005_CLEAN,TW_EQUAL_WEIGHT,attack_recommend_fusion_h46_edge005,DEFENSE_040838__TOP1,1.0,2,attack_recommend_fusion_h46_edge005,DEFENSE_040838__TOP1,attack,2026-06-18,2026-06-18,0.5209533492052429,0.49006827913358897,0.455748008895623,0.3073196089363748,0.14842839995924823,0.0,0.5274669881598333,46,0,0,46,False,False,live_go_live_cycle,hold_live_cycle_target,"TW production target uses clean Attack/Recommend Fusion H46. Attack sleeve is used only when its sleeve score beats recommend by 0.05, attack 60D return is non-negative, and attack 60D drawdown stays above -60%; otherwise recommend sleeve is used. Execution overlay remains equal weight across selected stocks. Manual go-live baseline recomputes the initial live target from that baseline close and then holds it until the next live cycle. No retraining in cloud package. Live cycle starts from 2026-06-18 because formal deployment was reset manually.",2026-06-18,2026-06-18,2026-06-18,manual_go_live_close
