market,latest_price_date,generated_at,frozen_strategy,strategy_mode,execution_overlay,execution_top_n,regime,selected_component,component_signal_date,component_rebalance_date,component_top_score,gross_cap,scan_universe_symbols,dynamic_market_pool,rebalance_step_trading_days,trading_days_since_rebalance,rebalance_days_remaining,rebalance_due_today_by_counter,rebalance_due_next_session_by_counter,rebalance_count_basis,uses_2025_2026_for_tuning,notes
US,2026-06-18,2026-06-20T07:26:24,US_DYNAMIC_MARKET_TOP4_CLEAN,top1_dynamic_market_like_tw,US_DYNAMIC_MARKET_TOP4_CAP25,4,risk_on,TOP5_R800_N5_COMBO,2026-06-16,2026-06-10,0.7553501447582477,1.0,812,rolling Top800 by 60D median dollar volume,10,6,4,False,False,latest_backtest_step_counter,False,US production target uses the clean dynamic-market switch with Top4 execution and 25% single-stock cap. Rules are frozen; no cloud retraining.
