market,latest_price_date,generated_at,scan_universe_symbols,top_stock,top_theme,outside_execution_count_in_top20,watch_only,feeds_dynamic_market_strategy,feeds_dynamic_formal_strategy
US_SCAN,2026-06-18,2026-06-22T09:49:20,812,SNDK,memory_storage,11,False,True,False
